id,subject,difficulty_level,question_text,correct_answer,options,question_type,tags
134,software_engineering,7,What is dependency injection?,Provide dependencies externally,"[""Provide dependencies externally"", ""Providing dependencies from external source"", ""Dependency provision"", ""Inject dependencies""]",multiple_choice,"[""software_engineering"", ""difficulty_7""]"
135,software_engineering,7,What is inversion of control?,Framework controls flow,"[""Framework controls flow"", ""Framework controlling application flow"", ""Control inversion"", ""Inverted control""]",multiple_choice,"[""software_engineering"", ""difficulty_7""]"
136,software_engineering,8,What is behavior-driven development?,Specify behavior in natural language,"[""Driven by behavior"", ""Specifying behavior using natural language"", ""Behavior development"", ""Specify behavior in natural language""]",multiple_choice,"[""software_engineering"", ""difficulty_8""]"
137,software_engineering,8,What is acceptance testing?,Test user requirements,"[""Accept tests"", ""Acceptance validation"", ""Testing against user requirements"", ""Test user requirements""]",multiple_choice,"[""software_engineering"", ""difficulty_8""]"
138,software_engineering,8,What is performance testing?,Test system performance,"[""Speed testing"", ""Testing system performance under load"", ""Performance validation"", ""Test system performance""]",multiple_choice,"[""software_engineering"", ""difficulty_8""]"
139,software_engineering,8,What is security testing?,Test for vulnerabilities,"[""Security validation"", ""Testing for security vulnerabilities"", ""Test for vulnerabilities"", ""Secure testing""]",multiple_choice,"[""software_engineering"", ""difficulty_8""]"
140,software_engineering,8,What is usability testing?,Test user experience,"[""Testing user experience and interface"", ""Test user experience"", ""Usable testing"", ""Usage testing""]",multiple_choice,"[""software_engineering"", ""difficulty_8""]"
141,software_engineering,9,What is continuous deployment?,Automatic production deployment,"[""Automatically deploying to production"", ""Deploy continuously"", ""Continuous delivery"", ""Automatic production deployment""]",multiple_choice,"[""software_engineering"", ""difficulty_9""]"
142,software_engineering,9,What is blue-green deployment?,Two identical environments,"[""Blue and green"", ""Using two identical production environments"", ""Two identical environments"", ""Color deployment""]",multiple_choice,"[""software_engineering"", ""difficulty_9""]"
143,software_engineering,9,What is canary deployment?,Gradual rollout,"[""Canary testing"", ""Bird deployment"", ""Gradual rollout"", ""Gradually rolling out to subset of users""]",multiple_choice,"[""software_engineering"", ""difficulty_9""]"
144,software_engineering,9,What is infrastructure as code?,Manage infrastructure with code,"[""Managing infrastructure using code"", ""Code infrastructure"", ""Manage infrastructure with code"", ""Infrastructure coding""]",multiple_choice,"[""software_engineering"", ""difficulty_9""]"
145,software_engineering,9,What is monitoring and observability?,Track system health,"[""System observation"", ""Tracking and understanding system health"", ""Track system health"", ""Monitor systems""]",multiple_choice,"[""software_engineering"", ""difficulty_9""]"
146,software_engineering,10,What is chaos engineering?,Deliberately introduce failures,"[""Deliberately introduce failures"", ""Engineering chaos"", ""Deliberately introducing failures to test resilience"", ""Chaotic engineering""]",multiple_choice,"[""software_engineering"", ""difficulty_10""]"
147,software_engineering,10,What is site reliability engineering?,Apply engineering to operations,"[""Site reliability"", ""Apply engineering to operations"", ""Applying engineering principles to operations"", ""Reliable engineering""]",multiple_choice,"[""software_engineering"", ""difficulty_10""]"
148,software_engineering,10,What is feature flagging?,Toggle features dynamically,"[""Dynamically toggling features on/off"", ""Flag features"", ""Toggle features dynamically"", ""Feature switching""]",multiple_choice,"[""software_engineering"", ""difficulty_10""]"
149,software_engineering,10,What is A/B testing?,Compare two versions,"[""A and B testing"", ""Version testing"", ""Comparing two versions to see which performs better"", ""Compare two versions""]",multiple_choice,"[""software_engineering"", ""difficulty_10""]"
150,software_engineering,10,What is distributed system design?,Design systems across multiple machines,"[""System distribution"", ""Design systems across multiple machines"", ""Distributed design"", ""Designing systems that run across multiple machines""]",multiple_choice,"[""software_engineering"", ""difficulty_10""]"
151,cloud_computing,1,What does IaaS provide?,Infrastructure resources,"[""Internet access"", ""Infrastructure resources"", ""Infrastructure resources like servers"", ""Information services""]",multiple_choice,"[""cloud_computing"", ""difficulty_1""]"
152,cloud_computing,1,What is the main benefit of cloud computing?,Pay-as-you-use,"[""Pay-as-you-use"", ""Pay-as-you-use pricing model"", ""Always cheaper"", ""Unlimited storage""]",multiple_choice,"[""cloud_computing"", ""difficulty_1""]"
153,cloud_computing,1,What is virtualization?,Create virtual resources,"[""Virtual reality"", ""Make things virtual"", ""Creating virtual versions of physical resources"", ""Create virtual resources""]",multiple_choice,"[""cloud_computing"", ""difficulty_1""]"
154,cloud_computing,1,What is a public cloud?,Shared cloud infrastructure,"[""Open cloud"", ""Cloud infrastructure shared by multiple tenants"", ""Shared cloud infrastructure"", ""Government cloud""]",multiple_choice,"[""cloud_computing"", ""difficulty_1""]"
155,cloud_computing,1,What is cloud elasticity?,Scale resources automatically,"[""Flexible cloud"", ""Scale resources automatically"", ""Automatically scaling resources based on demand"", ""Elastic storage""]",multiple_choice,"[""cloud_computing"", ""difficulty_1""]"
156,cloud_computing,2,What is Amazon EC2?,Virtual servers,"[""Container service"", ""Virtual servers in the cloud"", ""Elastic storage"", ""Virtual servers""]",multiple_choice,"[""cloud_computing"", ""difficulty_2""]"
157,cloud_computing,2,What is object storage?,Store files as objects,"[""Storage objects"", ""Storing files as objects with metadata"", ""Object-oriented storage"", ""Store files as objects""]",multiple_choice,"[""cloud_computing"", ""difficulty_2""]"
158,cloud_computing,2,What is a private cloud?,Dedicated cloud infrastructure,"[""Dedicated cloud infrastructure"", ""Hidden cloud"", ""Private access"", ""Cloud infrastructure for single organization""]",multiple_choice,"[""cloud_computing"", ""difficulty_2""]"
159,cloud_computing,2,What is hybrid cloud?,Mix of public and private,"[""Combination of public and private clouds"", ""Mixed cloud"", ""Mix of public and private"", ""Hybrid technology""]",multiple_choice,"[""cloud_computing"", ""difficulty_2""]"
160,cloud_computing,2,What is cloud migration?,Move to cloud,"[""Cloud movement"", ""Migration service"", ""Moving applications and data to cloud"", ""Move to cloud""]",multiple_choice,"[""cloud_computing"", ""difficulty_2""]"
161,cloud_computing,3,What is Amazon S3?,Object storage service,"[""Object storage service"", ""Simple Storage Service for objects"", ""Security service"", ""Server service""]",multiple_choice,"[""cloud_computing"", ""difficulty_3""]"
162,cloud_computing,3,What is data redundancy in cloud?,Multiple copies of data,"[""Multiple copies of data"", ""Redundant data"", ""Extra data"", ""Storing multiple copies for reliability""]",multiple_choice,"[""cloud_computing"", ""difficulty_3""]"
163,cloud_computing,3,What is cloud backup?,Store data copies remotely,"[""Storing data copies in cloud for recovery"", ""Cloud storage"", ""Store data copies remotely"", ""Backup cloud""]",multiple_choice,"[""cloud_computing"", ""difficulty_3""]"
164,cloud_computing,3,What is data archiving?,Long-term data storage,"[""Storing data for long-term retention"", ""Archive data"", ""Data collection"", ""Long-term data storage""]",multiple_choice,"[""cloud_computing"", ""difficulty_3""]"
165,cloud_computing,3,What is cloud sync?,Keep data synchronized,"[""Synchronize cloud"", ""Keep data synchronized"", ""Cloud timing"", ""Keeping data synchronized across devices""]",multiple_choice,"[""cloud_computing"", ""difficulty_3""]"
166,cloud_computing,4,What is a VPC?,Virtual Private Cloud,"[""Very Private Computer"", ""Virtual PC"", ""Isolated network environment in cloud"", ""Virtual Private Cloud""]",multiple_choice,"[""cloud_computing"", ""difficulty_4""]"
167,cloud_computing,4,What is a load balancer?,Distribute traffic,"[""Distribute traffic"", ""Balance loads"", ""Load distribution"", ""Distributing incoming traffic across servers""]",multiple_choice,"[""cloud_computing"", ""difficulty_4""]"
168,cloud_computing,4,What is CDN?,Content Delivery Network,"[""Central Data Network"", ""Content Delivery Network"", ""Content Distribution Network"", ""Network of servers for content delivery""]",multiple_choice,"[""cloud_computing"", ""difficulty_4""]"
169,cloud_computing,4,What is auto-scaling?,Automatic resource adjustment,"[""Automatically adjusting resources based on load"", ""Scale automatically"", ""Auto sizing"", ""Automatic resource adjustment""]",multiple_choice,"[""cloud_computing"", ""difficulty_4""]"
170,cloud_computing,4,What is cloud DNS?,Domain name resolution,"[""Resolving domain names to IP addresses"", ""Domain name resolution"", ""Name service"", ""DNS service""]",multiple_choice,"[""cloud_computing"", ""difficulty_4""]"
171,cloud_computing,5,What is containerization?,Package apps with dependencies,"[""Packaging applications with dependencies"", ""Package apps with dependencies"", ""Application containers"", ""Container technology""]",multiple_choice,"[""cloud_computing"", ""difficulty_5""]"
172,cloud_computing,5,What is Docker?,Container platform,"[""Application packager"", ""Platform for building and running containers"", ""Container technology"", ""Container platform""]",multiple_choice,"[""cloud_computing"", ""difficulty_5""]"
173,cloud_computing,5,What is Kubernetes?,Container orchestration,"[""Container orchestration"", ""Platform for orchestrating containers"", ""Container service"", ""Container manager""]",multiple_choice,"[""cloud_computing"", ""difficulty_5""]"
174,cloud_computing,5,What is a container image?,Template for containers,"[""Container picture"", ""Template for containers"", ""Image container"", ""Template for creating containers""]",multiple_choice,"[""cloud_computing"", ""difficulty_5""]"
175,cloud_computing,5,What is container registry?,Store container images,"[""Store container images"", ""Repository for storing container images"", ""Register containers"", ""Container database""]",multiple_choice,"[""cloud_computing"", ""difficulty_5""]"
176,cloud_computing,6,What is serverless computing?,Run code without managing servers,"[""Running code without server management"", ""Run code without managing servers"", ""No servers needed"", ""Server-free computing""]",multiple_choice,"[""cloud_computing"", ""difficulty_6""]"
177,cloud_computing,6,What is AWS Lambda?,Function as a Service,"[""Lambda function"", ""Function as a Service"", ""Serverless compute service"", ""Function service""]",multiple_choice,"[""cloud_computing"", ""difficulty_6""]"
178,cloud_computing,6,What is event-driven architecture?,Respond to events,"[""Respond to events"", ""Event architecture"", ""Architecture that responds to events"", ""Driven by events""]",multiple_choice,"[""cloud_computing"", ""difficulty_6""]"
179,cloud_computing,6,What is cold start?,Initial function startup delay,"[""Starting cold"", ""Cold startup"", ""Initial function startup delay"", ""Delay when function starts for first time""]",multiple_choice,"[""cloud_computing"", ""difficulty_6""]"
180,cloud_computing,6,What is function timeout?,Maximum execution time,"[""Maximum execution time"", ""Maximum time function can run"", ""Function timer"", ""Timeout function""]",multiple_choice,"[""cloud_computing"", ""difficulty_6""]"
181,cloud_computing,7,What is Infrastructure as Code?,Manage infrastructure with code,"[""Managing infrastructure using code files"", ""Infrastructure coding"", ""Manage infrastructure with code"", ""Code infrastructure""]",multiple_choice,"[""cloud_computing"", ""difficulty_7""]"
182,cloud_computing,7,What is CI/CD pipeline?,Automated build and deploy,"[""Pipeline service"", ""Automated building and deployment process"", ""Continuous pipeline"", ""Automated build and deploy""]",multiple_choice,"[""cloud_computing"", ""difficulty_7""]"
183,cloud_computing,7,What is blue-green deployment?,Two identical environments,"[""Color deployment"", ""Blue and green"", ""Using two identical production environments"", ""Two identical environments""]",multiple_choice,"[""cloud_computing"", ""difficulty_7""]"
184,cloud_computing,7,What is monitoring in cloud?,Track system performance,"[""Monitor cloud"", ""System monitoring"", ""Tracking performance and health of systems"", ""Track system performance""]",multiple_choice,"[""cloud_computing"", ""difficulty_7""]"
185,cloud_computing,7,What is log aggregation?,Collect logs centrally,"[""Collect logs centrally"", ""Collecting logs from multiple sources"", ""Log collection"", ""Aggregate logs""]",multiple_choice,"[""cloud_computing"", ""difficulty_7""]"
186,cloud_computing,8,What is cloud security?,Protect cloud resources,"[""Protecting cloud-based resources and data"", ""Protect cloud resources"", ""Security service"", ""Secure cloud""]",multiple_choice,"[""cloud_computing"", ""difficulty_8""]"
187,cloud_computing,8,What is identity management?,Manage user identities,"[""Manage user identities"", ""Managing user identities and access"", ""Identity service"", ""User management""]",multiple_choice,"[""cloud_computing"", ""difficulty_8""]"
188,cloud_computing,8,What is encryption at rest?,Encrypt stored data,"[""Storage encryption"", ""Encrypt stored data"", ""Rest encryption"", ""Encrypting data when stored""]",multiple_choice,"[""cloud_computing"", ""difficulty_8""]"
189,cloud_computing,8,What is network security group?,Virtual firewall,"[""Group security"", ""Virtual firewall"", ""Security network"", ""Virtual firewall for network traffic""]",multiple_choice,"[""cloud_computing"", ""difficulty_8""]"
190,cloud_computing,8,What is multi-factor authentication?,Multiple verification methods,"[""Using multiple methods to verify identity"", ""Multiple factors"", ""Multiple verification methods"", ""Factor authentication""]",multiple_choice,"[""cloud_computing"", ""difficulty_8""]"
191,cloud_computing,9,What is multi-cloud strategy?,Use multiple cloud providers,"[""Use multiple cloud providers"", ""Multiple clouds"", ""Using multiple cloud providers"", ""Cloud strategy""]",multiple_choice,"[""cloud_computing"", ""difficulty_9""]"
192,cloud_computing,9,What is edge computing?,Process data near source,"[""Computing edge"", ""Processing data closer to where it is generated"", ""Process data near source"", ""Edge processing""]",multiple_choice,"[""cloud_computing"", ""difficulty_9""]"
193,cloud_computing,9,What is disaster recovery?,Recover from failures,"[""Recover from failures"", ""Disaster planning"", ""Recovery service"", ""Recovering systems after disasters""]",multiple_choice,"[""cloud_computing"", ""difficulty_9""]"
194,cloud_computing,9,What is high availability?,Minimize downtime,"[""Available systems"", ""Designing systems to minimize downtime"", ""Always available"", ""Minimize downtime""]",multiple_choice,"[""cloud_computing"", ""difficulty_9""]"
195,cloud_computing,9,What is fault tolerance?,Continue despite failures,"[""Tolerate faults"", ""Continue despite failures"", ""System continues operating despite failures"", ""Failure tolerance""]",multiple_choice,"[""cloud_computing"", ""difficulty_9""]"
196,cloud_computing,10,How do you design for global scale?,Multi-region architecture,"[""Using multi-region distributed architecture"", ""Scale globally"", ""Global design"", ""Multi-region architecture""]",multiple_choice,"[""cloud_computing"", ""difficulty_10""]"
197,cloud_computing,10,What is chaos engineering?,Test by introducing failures,"[""Engineering chaos"", ""Chaotic testing"", ""Testing resilience by introducing failures"", ""Test by introducing failures""]",multiple_choice,"[""cloud_computing"", ""difficulty_10""]"
198,cloud_computing,10,What is cost optimization?,Minimize cloud costs,"[""Optimize costs"", ""Cost management"", ""Minimize cloud costs"", ""Strategies to minimize cloud spending""]",multiple_choice,"[""cloud_computing"", ""difficulty_10""]"
199,cloud_computing,10,What is vendor lock-in?,Dependency on one provider,"[""Dependency on one provider"", ""Vendor locking"", ""Provider dependency"", ""Being dependent on single cloud provider""]",multiple_choice,"[""cloud_computing"", ""difficulty_10""]"
200,cloud_computing,10,What is cloud-native architecture?,Built specifically for cloud,"[""Native cloud"", ""Architecture designed specifically for cloud"", ""Built specifically for cloud"", ""Cloud architecture""]",multiple_choice,"[""cloud_computing"", ""difficulty_10""]"
